"HospitalName","Description","Price","Address","Zip","City","StaffedBeds","TotalDischarges","PatientDays","GrossPatientRevenue","long","lat"
"Liberty Hospital","3S MED SURG ROOM",1295,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","3S PCU ROOM",2280,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ED MED SURG ROOM",1295,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ED PCU ROOM",2280,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ED ICU ROOM",3240,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ED OBSERVATION ROOM",54,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","6S MED SURG ROOM",1295,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","2N MED SURG ROOM",1295,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","6S MED SURG ROOM CLOSED",0,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","7S MED SURG ROOM",1295,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","2WPP OBSTETRICAL ROOM",1295,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","2WPP MED SURG ROOM",1295,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","OB OBSTETRICAL ROOM",1295,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","OB MED SURG ROOM",1295,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","2S MED SURG ROOM",1296,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","2S PCU ROOM",2280,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","2S ICU ROOM",3240,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ROOM SETUP THORACIC",380,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ROOM SETUP ENT",380,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ROOM SETUP GENERAL SURG",380,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ROOM SETUP GYN",380,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ROOM SETUP NEUROSURGERY",380,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ROOM SETUP ORTHOPEDIC",380,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ROOM SETUP POOMF",380,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ROOM SETUP UROLOGY",380,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ROOM SETUP VASCULAR",380,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ROOM SETUP MISC",380,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Liberty Hospital","ROOM SETUP OPEN HEART",380,"2525 Glenn Hendren Drive, Liberty, MO, 64068",64068,"Liberty",207,NA,32034,629356,-94.42488,39.276436
"Mosaic Life Care at Saint Joseph - Medical Center","PRIVATE ROOM",881,"5325 Faraon Street, Saint Joseph, MO, 64506",64506,"Saint Joseph",352,NA,70520,1235235,-94.77176,39.770138
"Mosaic Life Care at Saint Joseph - Medical Center","ISOLATION ROOM",985,"5325 Faraon Street, Saint Joseph, MO, 64506",64506,"Saint Joseph",352,NA,70520,1235235,-94.77176,39.770138
"Mosaic Life Care at Saint Joseph - Medical Center","RESPITE ROOM",615,"5325 Faraon Street, Saint Joseph, MO, 64506",64506,"Saint Joseph",352,NA,70520,1235235,-94.77176,39.770138
"Mosaic Life Care at Saint Joseph - Medical Center","TELEHEALTH ROOM CHARGE",72,"5325 Faraon Street, Saint Joseph, MO, 64506",64506,"Saint Joseph",352,NA,70520,1235235,-94.77176,39.770138
"North Kansas City Hospital","Labor Room Epidural 100mL",200,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"North Kansas City Hospital","Mat Labor Room 0 To 4 Hours",1078,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"North Kansas City Hospital","Mat Labor Room Each Addl Hour",270,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"North Kansas City Hospital","Room And Bed CCU",5284,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"North Kansas City Hospital","Room And Bed ICU",5284,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"North Kansas City Hospital","Room And Bed Intermediate Nursery",3343,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"North Kansas City Hospital","Room And Bed Med Surg",2103,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"North Kansas City Hospital","Room And Bed Neonatal Icu II ",3343,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"North Kansas City Hospital","Room And Bed Neonatal Icu III",5284,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"North Kansas City Hospital","Room And Bed Nursery",1294,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"North Kansas City Hospital","Room And Bed Rehab",2404,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"North Kansas City Hospital","Room And Bed Telemetry",4038,"2800 Clay Edwards Drive, North Kansas City, MO, 64116",64116,"North Kansas City",413,NA,88996,1716388,-94.55008,39.14959
"Poplar Bluff Regional Medical Center - Oak Grove","PRIVATE ROOM                  ",1603.95,"3100 Oak Grove Rd, Poplar Bluff, MO, 63901",63901,"Poplar Bluff",221,NA,43116,1367325,-90.443287,36.788987
"Poplar Bluff Regional Medical Center - Oak Grove","PRIVATE ROOM                  ",1603.95,"3100 Oak Grove Rd, Poplar Bluff, MO, 63901",63901,"Poplar Bluff",221,NA,43116,1367325,-90.443287,36.788987
"Poplar Bluff Regional Medical Center - Oak Grove","PRIVATE PEDIATRIC ROOM        ",1571.49,"3100 Oak Grove Rd, Poplar Bluff, MO, 63901",63901,"Poplar Bluff",221,NA,43116,1367325,-90.443287,36.788987
"Poplar Bluff Regional Medical Center - Oak Grove","ROOM & BOARD PRIVATE          ",1603.95,"3100 Oak Grove Rd, Poplar Bluff, MO, 63901",63901,"Poplar Bluff",221,NA,43116,1367325,-90.443287,36.788987
"Poplar Bluff Regional Medical Center - Oak Grove","ROOM ADULT SEMI-PRIVATE       ",1485.43,"3100 Oak Grove Rd, Poplar Bluff, MO, 63901",63901,"Poplar Bluff",221,NA,43116,1367325,-90.443287,36.788987
"Poplar Bluff Regional Medical Center - Oak Grove","ROOM PSYCH PRIVATE ADULT      ",1580.12,"3100 Oak Grove Rd, Poplar Bluff, MO, 63901",63901,"Poplar Bluff",221,NA,43116,1367325,-90.443287,36.788987
"Poplar Bluff Regional Medical Center - Oak Grove","PRIVATE ROOM                  ",1496.89,"3100 Oak Grove Rd, Poplar Bluff, MO, 63901",63901,"Poplar Bluff",221,NA,43116,1367325,-90.443287,36.788987
"Poplar Bluff Regional Medical Center - Oak Grove","PRIVATE ROOM OB               ",1828.67,"3100 Oak Grove Rd, Poplar Bluff, MO, 63901",63901,"Poplar Bluff",221,NA,43116,1367325,-90.443287,36.788987
"Southeast Hospital","Catg 1 Emergency Room",282.65,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Catg 1 Emergency Room W/25",282.65,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Emergency Room N/c",0,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Catg 2 Emergency Room",474.12,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Catg 2 Emergency Room W/25",474.12,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Catg 3 Emergency Room W/25",714.23,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Catg 3-emergency Room",714.23,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Catg 4 Emergency Room W/25",1034.71,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Catg 4-emergency Room",1034.71,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Catg 5 Emergency Room W/25",1417.22,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Catg 5-emergency Room",1417.22,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Neu Outpatient Room",245.35,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Oncology Private Room",609.41,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Oncology Semi-private Room",581.96,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital",".NUR Outpatient Room",319.97,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Psychiatric Semi-private Room",838.89,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Cath Lab Recovery Room/30 Min",168.89,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Outpatient Recovery Room",637.5,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","CTU Outpatient Room",0,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","OP Procedure Room Per Min",38.44,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Extended Recovery Room - Per Hour",36.57,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Melker Cricothyroomy Set 6.0",658.71,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Hospital","Melker Cricothyroomy Set 4.0",658.71,"1701 Lacey Street, Cape Girardeau, MO, 63701",63701,"Cape Girardeau",222,NA,37700,1083546,-89.54289,37.311756
"Southeast Health Center of Stoddard County","OP ROOM CHARGE",201,"1200 N 1 Mile Rd, Dexter, MO, 63841",63841,"Dexter",48,817,2153,67288,-89.9701,36.806152
"Southeast Health Center of Stoddard County","WOUND TX ROOM",124,"1200 N 1 Mile Rd, Dexter, MO, 63841",63841,"Dexter",48,817,2153,67288,-89.9701,36.806152
"Southeast Health Center of Stoddard County","US IR CONSULT ROOM",52,"1200 N 1 Mile Rd, Dexter, MO, 63841",63841,"Dexter",48,817,2153,67288,-89.9701,36.806152
"Southeast Health Center of Stoddard County","OUPATIENT ROOM - 1ST VISIT",201,"1200 N 1 Mile Rd, Dexter, MO, 63841",63841,"Dexter",48,817,2153,67288,-89.9701,36.806152
"Southeast Health Center of Stoddard County","RECOVERY ROOM LVL 1 1ST 15 MIN",155,"1200 N 1 Mile Rd, Dexter, MO, 63841",63841,"Dexter",48,817,2153,67288,-89.9701,36.806152
"Southeast Health Center of Stoddard County","REC ROOM ADDL 15",88,"1200 N 1 Mile Rd, Dexter, MO, 63841",63841,"Dexter",48,817,2153,67288,-89.9701,36.806152
"Saint Luke's Des Peres Hospital","ROOM & BED",NA,"2345 Dougherty Ferry Rd, St. Louis, MO, 63122",63122,"Saint Louis",88,NA,13879,478258,-90.44815,38.58157
"Saint Luke's Des Peres Hospital","PRIVATE ROOM",2476,"2345 Dougherty Ferry Rd, St. Louis, MO, 63122",63122,"Saint Louis",88,NA,13879,478258,-90.44815,38.58157
"Saint Luke's Des Peres Hospital","SEMI PRIVATE ROOM",1650,"2345 Dougherty Ferry Rd, St. Louis, MO, 63122",63122,"Saint Louis",88,NA,13879,478258,-90.44815,38.58157
"Saint Luke's Des Peres Hospital","OBSERVATION MED SURG 1 HR",1355,"2345 Dougherty Ferry Rd, St. Louis, MO, 63122",63122,"Saint Louis",88,NA,13879,478258,-90.44815,38.58157
"Saint Luke's Des Peres Hospital","OBSERVATION MED SURG ADD HR",65,"2345 Dougherty Ferry Rd, St. Louis, MO, 63122",63122,"Saint Louis",88,NA,13879,478258,-90.44815,38.58157
"Saint Luke's Des Peres Hospital","RECOVERY ROOM",NA,"2345 Dougherty Ferry Rd, St. Louis, MO, 63122",63122,"Saint Louis",88,NA,13879,478258,-90.44815,38.58157
"Saint Luke's Des Peres Hospital","CATH MUSHROOM MALECOT",174,"2345 Dougherty Ferry Rd, St. Louis, MO, 63122",63122,"Saint Louis",88,NA,13879,478258,-90.44815,38.58157
"Saint Luke's Des Peres Hospital","EMERGENCY ROOM",NA,"2345 Dougherty Ferry Rd, St. Louis, MO, 63122",63122,"Saint Louis",88,NA,13879,478258,-90.44815,38.58157
"Saint Luke's East Hospital","HC GI ROOM/BRONCH 10 MINUTES  (SLH & SLE Only)",990,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 0.5 HOUR",477,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 1.0 HOUR",1058,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 2.0 HOUR",1611,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 6.0 HOURS",3087,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 5.5 HOURS",2834,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 7.0 HOURS",3745,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 7.5 HOURS",3997,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 2.5 HOURS",1723,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 1.5 HOURS",1326,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 3.0 HOURS",1973,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 3.5 HOURS",2245,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 4.0 HOURS",2273,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 4.5 HOURS",2347,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 5.0 HOURS",2591,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC RECOVERY ROOM 6.5 HOURS",3493,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC GI ROOM/GI PROC 10 MINUTES",1022,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HC MISC PROCEDURE OUTSIDE OF GI ROOM",728,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's Hospital","HC EXTRACTOR OBSTETRICAL MITYVAC M STYLE CUP MUSHROOM PUMP UNIT 10007LP",198,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HC THERMOSET ROOM TEMP CO-SET F/USE W/IN-LINE PROBE LF 41424-03",62,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HC POST DELIVERY ROOM PROCEDURE",3448,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HC GI ROOM/BRONCH 10 MINUTES  (SLH & SLE Only)",988,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HC OPER Room 18.00HR-2",72401,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
