"HospitalName","Description","Price","Address","Zip","City","StaffedBeds","TotalDischarges","PatientDays","GrossPatientRevenue","long","lat"
"Saint Luke's East Hospital","TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET",7,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET",14.08,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET",23.55,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's East Hospital","HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET",13.9,"100 NE St Lukes Blvd, Lee's Summit, MO, 64086",64086,"Lee's Summit",184,NA,51826,1230676,-94.38195,38.94175
"Saint Luke's Hospital","HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET",11.55,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET",12.75,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET",8.93,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET",4.22,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET",11.09,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","MAPAP (ACETAMINOPHEN) 325 MG TABLET",0.13,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","MAPAP (ACETAMINOPHEN) 325 MG TABLET",0.13,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET",9.84,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET",11.6,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","TYLENOL EXTRA STRENGTH 500 MG TABLET",0.14,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","TYLENOL 325 MG TABLET",0.13,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET",5.64,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","ACETAMINOPHEN 325 MG TABLET",0.13,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET",11.95,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET",10.25,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET",9.78,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET",37.35,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50 MG-325 MG-40 MG TABLET",22.8,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET",37.34,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET",37.28,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET",45.04,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET",45.01,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET",7,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET",14.1,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET",14.1,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET",23.52,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Saint Luke's Hospital","HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET",13.9,"232 S Woods Mill Rd, Chesterfield, MO, 63017",63017,"Chesterfield",462,NA,63821,1511123,-90.50342,38.6515
"Capital Region Medical Center","Y    ACETAMINOPHEN 325 MG TAB",0.0142,"1125 Madison Street, Jefferson City, MO, 65101",65101,"Jefferson City",114,NA,17048,502476,-92.18203,38.56665
"Capital Region Medical Center","Y    ACETAMINOPHEN 500 MG TAB",0.03,"1125 Madison Street, Jefferson City, MO, 65101",65101,"Jefferson City",114,NA,17048,502476,-92.18203,38.56665
"University of Missouri Hospital","ACETAMINOPHEN 325 MG TABLET",0.37,"One Hospital Drive, Columbia, MO, 65212",65212,"Columbia",587,NA,126788,2595460,-92.3273683,38.9381449
"University of Missouri Hospital","ACETAMINOPHEN 80 MG CHEWABLE TABLET",0.37,"One Hospital Drive, Columbia, MO, 65212",65212,"Columbia",587,NA,126788,2595460,-92.3273683,38.9381449
"University of Missouri Hospital","ACETAMINOPHEN/DICHLORAL/ISOMETHEPTENE CAPSULE",31.88,"One Hospital Drive, Columbia, MO, 65212",65212,"Columbia",587,NA,126788,2595460,-92.3273683,38.9381449
"University of Missouri Hospital","CODEINE 30 MG/ACETAMINOPHEN 300 MG TABLET",3.85,"One Hospital Drive, Columbia, MO, 65212",65212,"Columbia",587,NA,126788,2595460,-92.3273683,38.9381449
"University of Missouri Hospital","HYDROCODONE 10 MG/ACETAMINOPHEN 325 MG TABLET",3.39,"One Hospital Drive, Columbia, MO, 65212",65212,"Columbia",587,NA,126788,2595460,-92.3273683,38.9381449
"University of Missouri Hospital","HYDROCODONE 5 MG/ACETAMINOPHEN 325 MG TABLET",3.39,"One Hospital Drive, Columbia, MO, 65212",65212,"Columbia",587,NA,126788,2595460,-92.3273683,38.9381449
"University of Missouri Hospital","HYDROCODONE 7.5 MG/ACETAMINOPHEN 325 MG TABLET",3.39,"One Hospital Drive, Columbia, MO, 65212",65212,"Columbia",587,NA,126788,2595460,-92.3273683,38.9381449
"University of Missouri Hospital","OXYCODONE 5 MG/ACETAMINOPHEN 325 MG TABLET",3.39,"One Hospital Drive, Columbia, MO, 65212",65212,"Columbia",587,NA,126788,2595460,-92.3273683,38.9381449
"Pemiscot Memorial Health System","HYDROCODONE/ACETAMINOPHEN 10MG/500MG TAB",8,"907 East Reed, Hayti, MO, 63851",63851,"Hayti",167,NA,4804,74792,-89.74066,36.236813
"Pemiscot Memorial Health System","TYLENOL #3-TAB",8,"907 East Reed, Hayti, MO, 63851",63851,"Hayti",167,NA,4804,74792,-89.74066,36.236813
"Pemiscot Memorial Health System","TYLENOL 325MG TAB",8,"907 East Reed, Hayti, MO, 63851",63851,"Hayti",167,NA,4804,74792,-89.74066,36.236813
"Pemiscot Memorial Health System","TYLENOL ES 500MG CAP",8,"907 East Reed, Hayti, MO, 63851",63851,"Hayti",167,NA,4804,74792,-89.74066,36.236813
"Saint Francis Medical Center","ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET",40.13,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","ACETAMINOPHEN 300 MG-CODEINE 60 MG TABLET",40.27,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","ACETAMINOPHEN 300 MG-CODEINE 60 MG TABLET",40.52,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","ACETAMINOPHEN 325 MG TABLET",0.53,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","ACETAMINOPHEN 500 MG TABLET",0.52,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","ACETAMINOPHEN 500 MG TABLET",0.53,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","ACETAMINOPHEN 80 MG DISINTEGRATING TABLET",0.54,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","ACETAMINOPHEN ER 650 MG TABLET,EXTENDED RELEASE",0.56,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50 MG-325 MG-40 MG TABLET",33.55,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50 MG-325 MG-40 MG TABLET",33.63,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET",40.31,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET",40.34,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET (FOR SINGLE SHOT EPIDURAL POST OP)",40.31,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET",40.18,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET",40.3,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET",40.29,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET",74.19,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET",74.68,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET (FOR SINGLE SHOT EPIDURAL POST OP)",74.68,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET",74.21,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET (FOR SINGLE SHOT EPIDURAL POST OP)",74.21,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET",74.86,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET",40.19,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET",40.22,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","TRAMADOL 37.5 MG-ACETAMINOPHEN 325 MG TABLET",40.56,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","TYLENOL #3 / ACETAMINOPHEN/CODEINE 300-30MG TABLET",1.164,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","TYLENOL / ACETAMINOPHEN 325MG TABLET",0.36375,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
"Saint Francis Medical Center","TYLENOL / ACETAMINOPHEN 500MG TABLET",0.4074,"211 St Francis Dr, Cape Girardeau, MO, 63703",63703,"Cape Girardeau",302,NA,57341,1955417,-89.57125,37.30357
